position COMBINED_rate(cM/Mb) Genetic_Map(cM)
35252497 90.9131130991 41.6339433233
35252744 90.9131130991 41.6563988622
35252882 90.9131130991 41.6689448718
35252917 90.9131130991 41.6721268308
35253090 90.9131130991 41.6878547993
35253104 90.9131130991 41.6891275829
35253177 90.9131130991 41.6957642402
35253325 78.3491329611 41.7092193809
35253426 39.2403816953 41.7171326433
35253445 39.0299691622 41.7178782106
35253537 8.9999359823 41.7214689678
35253818 4.2023168490 41.7239979498
35254006 0.1075737193 41.7247879853
35254120 0.1073527439 41.7248002487
35254185 0.1069474408 41.7248072267
35254221 0.1068367365 41.7248110768
35254273 0.1068699929 41.7248166323
35254388 0.1084853401 41.7248289223
35254400 0.1084803931 41.7248302242
35254660 0.6944236783 41.7248584291
35254722 2.2606950212 41.7249014833
35255443 1.7964039729 41.7265314444
35255452 1.3434640951 41.7265476121
35255544 1.2744137588 41.7266712108
35255684 1.2737298705 41.7268496287
35256144 0.2610745006 41.7274355444
35256873 0.2574116672 41.7276258677
35257366 0.2574727327 41.7277527717
35257389 0.2568833247 41.7277586936
35257839 0.2570072147 41.7278742911
35257851 0.2582972911 41.7278773752
35257905 0.2610496465 41.7278913232
35258361 0.3383900697 41.7280103618
35258500 0.5423713524 41.7280573981
35259296 0.5422155884 41.7284891257
35259528 0.6339368167 41.7286149197
35260393 0.6337860110 41.7291632750
35260717 0.6011229634 41.7293686217
35260751 0.5752485046 41.7293890599
35261837 0.5610723711 41.7300137798
35262251 0.5575855276 41.7302460637
35263229 0.5614695172 41.7307913824
35263614 0.5664418421 41.7310075481
35264323 0.5662704003 41.7314091554
35264449 0.5695661894 41.7314805055
35264465 0.5686456830 41.7314896185
35264657 0.6321657780 41.7315987985
35264744 0.6935435044 41.7316537969
35264767 0.7626383344 41.7316697484
35265318 0.7984210167 41.7320899621
35265742 0.5287749521 41.7324284926
35266092 0.5286703528 41.7326135639
35267922 0.5277616216 41.7335810306
35268073 0.5262515864 41.7336607226
35268453 0.5255698290 41.7338606982
35269182 0.5254019076 41.7342438386
35269215 0.5242848627 41.7342611769
35269333 0.5245676863 41.7343230425
35270409 2.5046939074 41.7348874773
35271011 17.5602093678 41.7363953031
35271191 21.8238759978 41.7395561408
35271726 21.7848081544 41.7512319144
35272269 20.6947875732 41.7630610653
35273490 1.3116822181 41.7883294009
35274302 0.4124102634 41.7893944868
35275235 0.4115875813 41.7897792656
35275587 0.4113219700 41.7899241444
35277050 0.4079555400 41.7905259085
35277458 0.4097025935 41.7906923543
35277570 0.4117113211 41.7907382410
35278349 0.4119671135 41.7910589642
35278391 0.4119351471 41.7910762668
35278419 1.1781259806 41.7910878010
35278692 2.1284185564 41.7914094294
35280246 3.5919541156 41.7947169918
35281270 35.9655107928 41.7983951528
35283761 17.9439692271 41.8879852402
35283886 7.5070240793 41.8902282363
35284574 2.5581379344 41.8953930689
35284709 2.5566937858 41.8957384175
35284885 2.5562415491 41.8961883956
35285107 1.8096271077 41.8967558813
35285313 1.8081640457 41.8971286644
35285328 1.8067840963 41.8971557869
35288854 1.8100938154 41.9035265076
35292575 1.8113794332 41.9102618667
35292712 1.8114335665 41.9105100257
35293479 1.8116706613 41.9118993952
35295230 1.8132469642 41.9150716306
35295438 1.8141734928 41.9154487859
35295849 1.8150183221 41.9161944112
35296188 1.8153993716 41.9168097025
35299080 1.8220944304 41.9220598374
35299629 1.8290397155 41.9230601673
35299878 1.8568450376 41.9235155982
35300233 1.8649634788 41.9241747782
35300858 1.8366206444 41.9253403803
35300990 1.8356017288 41.9255828143
35301903 1.8357765339 41.9272587186
35306921 3.3976703774 41.9364706453
35308136 3.3976383344 41.9405988148
35310048 1.7077226968 41.9470950993
35310897 1.6577868062 41.9485449559
35311031 1.6221005925 41.9487670993
35311202 1.5997176455 41.9490444785
35311353 1.5816031603 41.9492860359
35312621 1.4996766410 41.9512915087
35313350 1.4733973517 41.9523847729
35313374 1.4613735527 41.9524201345
35314143 1.4560572621 41.9535439307
35314253 1.4497353244 41.9537040970
35314333 1.4503667013 41.9538200759
35314864 1.4313125092 41.9545902206
35315817 1.4276426219 41.9559542614
35315836 1.4258589359 41.9559813866
35316038 1.4292817719 41.9562694101
35316173 1.4344469089 41.9564623631
35316267 1.4400046866 41.9565972012
35317018 1.5243602597 41.9576786447
35318064 1.6518777266 41.9592731255
35318198 1.7726207056 41.9594944771
35318530 1.8169530941 41.9600829872
35318600 1.8654860513 41.9602101739
35319273 1.8650333889 41.9614656460
35319352 1.8609592079 41.9616129837
35319896 0.9948366398 41.9626253455
35321295 0.8240117592 41.9640171219
35322433 0.8156970912 41.9649548473
35324009 5.8630603453 41.9662403859
35331441 56.6781658649 42.0098146504
35331521 54.6940937870 42.0143489037
35332010 54.6940937870 42.0410943155
35333402 6.9645899248 42.1172284941
35334117 0.7797392807 42.1222081759
35336077 0.7824829286 42.1237364649
35336290 0.5638382776 42.1239031338
35336357 0.3517825333 42.1239409109
35337416 0.5328667280 42.1243134486
35338276 0.7184693455 42.1247717140
35338433 0.9287296239 42.1248845137
35338624 0.9641323162 42.1250619011
35338738 0.9925480306 42.1251718121
35338874 1.0226815845 42.1253067987
35340800 1.0230374870 42.1272764834
35340813 1.0237188287 42.1272897829
35340875 1.0258813483 42.1273532535
35341296 1.0018954238 42.1277851495
35341505 1.0183088234 42.1279945456
35341594 0.9095795368 42.1280851751
35342165 0.3781962910 42.1286045450
35342227 0.3808963184 42.1286279932
35342246 0.3846837456 42.1286352302
35342267 0.2321182981 42.1286433086
35342520 1.3343738711 42.1287020345
35342564 2.0767830940 42.1287607470
35342574 2.8414883854 42.1287815148
35342899 0.6095678532 42.1297049985
35343113 0.3377729124 42.1298354461
35343127 0.3366918326 42.1298401749
35343326 0.2711181868 42.1299071766
35343339 0.2101857711 42.1299107011
35343401 0.2030671038 42.1299237326
35343555 0.2008895509 42.1299550049
35343640 0.2025453677 42.1299720806
35343765 0.2049125093 42.1299973987
35344044 0.2144222719 42.1300545693
35344643 0.2144222719 42.1301830083
35345129 0.2144222719 42.1302872175
35345140 0.2144222719 42.1302895761
35345217 0.2396761167 42.1303060866
35345275 0.2653028124 42.1303199879
35345303 0.2872507208 42.1303274163
35345464 0.3061668492 42.1303736637
35345746 0.3061650934 42.1304600028
35345862 0.3061650934 42.1304955179
35345897 0.3180102898 42.1305062337
35346208 0.3180102898 42.1306051349
35346381 0.3180102898 42.1306601507
35346560 0.3194144669 42.1307170745
35347099 0.3214161209 42.1308892389
35347437 0.3247387816 42.1309978776
35347608 0.3247387816 42.1310534079
35347737 0.3308350186 42.1310952992
35347836 0.4297111666 42.1311280519
35347853 0.4354849803 42.1311353569
35347899 0.6535552926 42.1311553893
35347928 0.9259255771 42.1311743424
35349864 0.6054109764 42.1329669343
35350002 0.6070851427 42.1330504810
35350087 0.3651279529 42.1331020832
35351161 0.3596438200 42.1334942306
35351344 0.3592989729 42.1335600455
35351483 0.3589882557 42.1336099880
35351741 0.3594944679 42.1337026070
35352432 0.3593897077 42.1339510177
35352478 0.3595369649 42.1339675496
35352678 0.3595369649 42.1340394570
35353042 0.3597808405 42.1341703284
35354899 0.3601229066 42.1348384415
35355220 0.3605540489 42.1349540409
35355765 0.3614564315 42.1351505429
35357413 0.4760023485 42.1357462231
35357576 0.4761833502 42.1358238115
35357626 0.6925807967 42.1358476206
35358096 0.8935831849 42.1361731336
35359866 0.8707120848 42.1377547758
35360118 0.8697241256 42.1379741953
35360193 0.8683797835 42.1380394246
35360284 0.8683852255 42.1381184471
35361759 0.8683452450 42.1393993154
35362109 0.4302332754 42.1397032362
35363210 0.3658903015 42.1401769230
35365034 0.3658347325 42.1408443069
35365073 0.3655254895 42.1408585745
35365096 0.3647359840 42.1408669816
35366438 0.3647301523 42.1413564573
35367922 0.3646933832 42.1418977168
35370038 0.3650864893 42.1426694080
35370145 0.3647590582 42.1427084723
35371615 0.2692559098 42.1432446681
35371976 0.2711854307 42.1433418695
35372138 0.1494735035 42.1433858015
35372915 0.1580601632 42.1435019424
35373613 0.2717846444 42.1436122684
35376100 2.4755132297 42.1442881968
35376707 0.8583520192 42.1457908334
35377084 0.6381977800 42.1461144321
35380080 0.6380555002 42.1480264726
35380425 0.6376430433 42.1482466018
35380621 0.6398500124 42.1483715798
35383284 0.5138412207 42.1500755004
35383415 0.3642229321 42.1501428136
35384188 0.4426752388 42.1504243579
35384343 0.9653515440 42.1504929726
35385382 0.2583222087 42.1514959728
35386153 0.2582326525 42.1516951392
35386331 0.2582171605 42.1517411047
35386369 0.2582171605 42.1517509169
35386545 0.2582171605 42.1517963631
35386965 0.2582102451 42.1519048143
35387185 0.2582102451 42.1519616206
35387295 0.2582102451 42.1519900237
35387349 0.2582102451 42.1520039671
35387478 0.2582102451 42.1520372762
35387499 0.2582497176 42.1520426986
35387560 0.2582624282 42.1520584518
35387668 0.2582624282 42.1520863442
35388376 0.2582581502 42.1522691940
35388645 0.2604268150 42.1523386654
35388684 1.0407705669 42.1523488221
35388696 3.7795385435 42.1523613113
35389161 3.7004632754 42.1541187967
35389201 3.6947858838 42.1542668153
35389299 1.4254423827 42.1546289043
35389335 0.0773381883 42.1546802202
35390300 0.0947926316 42.1547548516
35390528 0.3440570035 42.1547764643
35390598 0.6731253388 42.1548005483
35391161 0.6708920242 42.1551795178
35391343 0.6755395884 42.1553016202
35391642 0.6752643310 42.1555036065
35391698 0.6754816565 42.1555414213
35392476 0.5270251384 42.1560669461
35392765 0.2649867408 42.1562192563
35392887 0.1290326369 42.1562515847
35392962 0.0507567463 42.1562612622
35393897 0.0490265077 42.1563087197
35394324 0.0490265077 42.1563296540
35394474 0.0472075993 42.1563370080
35396402 0.0329637365 42.1564280243
35396435 0.0193394313 42.1564291121
35398675 0.0193006336 42.1564724324
35399975 0.0192939206 42.1564975232
35400118 0.0192939206 42.1565002822
35401479 0.0193234750 42.1565265413
35401930 0.0193234750 42.1565352562
35403134 0.0195989853 42.1565585216
35403694 16.5594296298 42.1565694971
35407310 21.9295925915 42.2164483946
35408495 21.9295925915 42.2424349618
35408904 21.9305260459 42.2514041652
35410684 16.0055775866 42.2904405015
35410872 16.0017482939 42.2934495501
35411343 8.2532978945 42.3009863736
35411641 7.3316457660 42.3034458564
35411754 7.0832157664 42.3042743323
35412058 1.9760005831 42.3064276299
35412177 1.1239871319 42.3066627740
35413440 1.0454582878 42.3080823697
35414779 1.0330916480 42.3094822384
35414927 1.0201228059 42.3096351359
35415388 0.9094276254 42.3101054126
35415881 1.9040314652 42.3105537604
35416218 1.6729358097 42.3111954190
35416612 0.0763790445 42.3118545557
35417311 0.0746625717 42.3119079446
35417439 0.0711526021 42.3119175015
35418285 0.0713391101 42.3119776966
35419471 0.1592699016 42.3120623047
35420192 0.5090256200 42.3121771383
35420289 0.8660790657 42.3122265138
35421388 1.2026925193 42.3131783347
35421577 1.3366636429 42.3134056436
35422455 1.3497852435 42.3145792343
35423379 1.3476410883 42.3158264358
35423397 1.3459946258 42.3158506934
35424016 1.4503625481 42.3166838641
35424439 5.8278440292 42.3172973674
35425908 5.7796327508 42.3258584703
35426047 1.1839803334 42.3266618392
35426519 1.1070418101 42.3272206780
35426740 0.9313291241 42.3274653342
35426873 0.7550181730 42.3275892010
35427510 0.4530448444 42.3280701476
35430206 0.2099802724 42.3292915565
35431836 0.1984532633 42.3296338243
35434194 0.2161441929 42.3301017771
35435126 0.2227422518 42.3303032235
35438489 0.2235188399 42.3310523057
35439255 0.2234003335 42.3312235211
35439400 0.2238304651 42.3312559142
35439599 0.2237270589 42.3313004564
35440215 0.2233207284 42.3314382723
35442638 0.2232339544 42.3319793784
35444642 0.2451165792 42.3324267393
35444731 0.2718581593 42.3324485546
35445104 0.3174341791 42.3325499577
35445495 0.3745707130 42.3326740745
35446044 0.4169358024 42.3328797138
35447001 0.4654322610 42.3332787214
35447030 0.5479054760 42.3332922189
35447259 0.6674032353 42.3334176893
35448481 0.6682213991 42.3342332560
35449562 0.8568387767 42.3349556033
35449746 0.7329760838 42.3351132617
35450131 0.7564384531 42.3353954575
35451047 0.7788694071 42.3360883551
35451630 0.7887313512 42.3365424360
35452036 0.7890396833 42.3368626609
35452297 0.7882042945 42.3370686002
35452301 0.7878323326 42.3370717531
35452561 0.7879324311 42.3372765895
35453429 0.7883772377 42.3379605148
35454244 0.6118900523 42.3386030423
35454269 0.4332272083 42.3386183395
35455222 0.4341380552 42.3390312051
35455347 0.4341854407 42.3390854723
35455535 0.4342209429 42.3391670992
35455607 0.4208140194 42.3391983631
35456802 0.4202988542 42.3397012358
35458201 0.3587722314 42.3402892339
35458541 0.3367975652 42.3404112165
35458753 0.2705317404 42.3404826176
35459227 0.1878560808 42.3406108496
35459383 0.1115207411 42.3406401552
35460024 0.1080696598 42.3407116400
35460218 0.1072086636 42.3407326055
35460657 0.1084286508 42.3407796701
35461603 0.1099814524 42.3408822436
35461653 0.1127404799 42.3408877427
35461805 0.1150710696 42.3409048792
35461880 0.1177053119 42.3409135095
35463359 0.1424740124 42.3410875957
35463623 0.1742496718 42.3411252088
35464508 0.2534484583 42.3412794198
35465080 0.3627949509 42.3414243923
35465251 0.4532962932 42.3414864302
35466440 0.5180144202 42.3420253995
35466932 0.7371920653 42.3422802626
35467529 0.7831852285 42.3427203663
35467730 0.8350254241 42.3428777865
35468238 0.8695607033 42.3433019794
35470743 0.8479010293 42.3454802290
35478142 0.8478735218 42.3517538487
35478881 3.0216248149 42.3523804273
35479282 4.6861981487 42.3535920988
35479625 4.6857565919 42.3551994648
35483235 0.4786965909 42.3721150461
35483358 0.4782838117 42.3721739257
35483389 0.4777984379 42.3721887525
35484749 0.4775989432 42.3728385584
35485403 0.4773518694 42.3731509081
35487186 0.3030775678 42.3740020265
35487518 0.0943666739 42.3741026483
35487792 0.0616261307 42.3741285047
35489296 0.0621252080 42.3742211904
35489339 0.0626878690 42.3742238618
35491266 0.0635556340 42.3743446613
35493026 0.0638812225 42.3744565193
35493275 0.0641851368 42.3744724257
35495849 0.0834659201 42.3746376382
35496403 0.0944863555 42.3746838783
35496620 0.1087622522 42.3747043819
35497292 0.1253758230 42.3747774701
35498390 0.1287038744 42.3749151328
35498584 0.1284240543 42.3749401013
35498671 0.1285194552 42.3749512742
35499931 0.1405870852 42.3751132087
35500861 0.1343023881 42.3752439547
35500923 0.1288033842 42.3752522815
35501557 0.1186976227 42.3753339428
35502077 0.1074078451 42.3753956656
35502482 0.0942917025 42.3754391658
35502559 0.0807710204 42.3754464262
35506027 0.0809563573 42.3757265401
35506963 0.0810132531 42.3758023153
35507108 0.0810365108 42.3758140622
35507136 0.0810657059 42.3758163312
35507787 0.0811054514 42.3758691050
35508256 0.0811195584 42.3759071434
35509492 0.0811561773 42.3760074072
35509706 0.0811561773 42.3760247746
35512627 1.6136982314 42.3762618318
35512729 1.6136708300 42.3764264290
35512886 1.6136708300 42.3766797754
35513660 1.6137608093 42.3779287566
35513913 1.6136126048 42.3783370381
35514489 1.6136197134 42.3792664789
35516577 1.6136042831 42.3826357169
35517202 1.6135454604 42.3836442196
35521598 6.4396681679 42.3907373654
35521685 6.8324871845 42.3912976165
35523932 14.3056387083 42.4066502153
35524662 7.1757923103 42.4170933315
35524713 1.8639500465 42.4174592969
35524830 1.1773992314 42.4176773791
35524846 0.6486207441 42.4176962175
35525001 0.6065749625 42.4177967537
35525576 0.6060410564 42.4181455343
35526394 0.6123294162 42.4186412759
35526405 0.6168478470 42.4186480115
35526626 0.6191172674 42.4187843349
35526917 2.6746163584 42.4189644980
35527278 0.6029586201 42.4199300345
35527476 0.5934014953 42.4200494203
35528205 0.5915415319 42.4204820100
35528655 0.5915248950 42.4207482037
35528822 0.6060253950 42.4208469883
35528948 0.6060253950 42.4209233475
35528968 0.5969707586 42.4209354680
35529752 0.5506668938 42.4214034931
35529893 0.4573291026 42.4214811371
35530080 0.0832761393 42.4215666577
35530616 0.0832761393 42.4216112937
35531396 0.0797192621 42.4216762491
35531763 0.0798523867 42.4217055061
35531837 0.0806453059 42.4217114151
35532125 0.1386675379 42.4217346410
35532494 3.1926928741 42.4217858093
35532652 2.7398970827 42.4222902548
35532777 1.2797194083 42.4226327419
35533243 1.2582507343 42.4232290912
35533273 1.2275735778 42.4232668387
35534175 0.7192371427 42.4243741100
35536287 0.7181401635 42.4258931389
35536817 0.7165650549 42.4262737532
35538095 0.7471983355 42.4271895233
35538606 0.7382669862 42.4275713417
35538732 0.7305086781 42.4276643633
35538898 0.7241480870 42.4277856278
35539242 0.7248875834 42.4280347347
35539393 0.7248258568 42.4281441927
35539923 25.4088217842 42.4285283504
35540415 25.4088217842 42.4410294907
35540602 20.3866722506 42.4457809404
35540623 14.0000565421 42.4462090605
35542482 2.9717737993 42.4722351656
35544381 1.6190127706 42.4778785641
35545704 1.5273235711 42.4800205180
35546428 1.5506646428 42.4811263002
35546924 1.5475862781 42.4818954299
35547825 1.5275922496 42.4832898051
35551806 0.6659266611 42.4893711499
35552182 0.4508988461 42.4896215383
35553619 0.4508367362 42.4902694800
35555435 0.4507653640 42.4910881995
35557892 0.4507653640 42.4921957300
35558223 0.4515964594 42.4923449333
35559538 0.4528357871 42.4929387827
35560154 0.4535164930 42.4932177295
35563040 0.4541027313 42.4945265781
35563269 0.4562161464 42.4946305676
35564640 0.4732089906 42.4952560400
35564732 0.4911417264 42.4952995752
35565941 0.4934935115 42.4958933655
35566573 0.7716006910 42.4962052534
35569393 1.2715216895 42.4983811674
35569860 1.5491122790 42.4989749680
35569881 1.8018651550 42.4990074994
35571213 1.8060071467 42.5014075838
35571502 1.8060643729 42.5019295198
35571696 1.8058370164 42.5022798963
35571734 1.7221872520 42.5023485181
35571785 1.6350816139 42.5024363497
35571840 1.5610757566 42.5025262792
35572291 1.5292774423 42.5032303243
35572422 1.5040016117 42.5034306597
35572458 1.5013066620 42.5034848037
35572571 1.4869992534 42.5036544514
35573166 1.4861197166 42.5045392159
35573530 1.4861998603 42.5050801635
35573608 1.4865730377 42.5051960871
35574185 1.4874642558 42.5060538397
35574395 1.4881244944 42.5063662072
35574823 1.5883497761 42.5070031245
35574966 5.4765593295 42.5072302585
35575440 5.4731929078 42.5098261477
35576275 89.6681466911 42.5143962637
35577224 89.6681466911 42.5994913349
35577797 66.4934908615 42.6508711830
35577824 4.0243489701 42.6526665073
35579437 4.0181751586 42.6591577821
35579894 4.0160421508 42.6609940882
35580379 4.0014919687 42.6629418686
35580403 3.9970306451 42.6630379044
35580717 3.9983681793 42.6642929721
35580805 3.9977733849 42.6646448285
35581323 3.9941639987 42.6667156751
35581407 3.9893259630 42.6670511848
35581423 3.9890551209 42.6671150141
35581956 3.9875195526 42.6692411804
35582146 3.9916514625 42.6699988092
35582564 3.9319114497 42.6716673195
35582630 3.8445811147 42.6719268256
35582746 3.8154379634 42.6723727970
35582864 2.0146965702 42.6728230187
35583185 1.5309005307 42.6734697363
35583329 1.2589088649 42.6736901860
35583518 1.1035697773 42.6739281198
35583689 1.1040657860 42.6741168302
35585799 1.1055680731 42.6764464090
35586792 1.1130439687 42.6775442381
35588449 8.7663509891 42.6793885520
35588759 37.9985008282 42.6821061208
35588790 38.1716731913 42.6832840743
35588932 38.1716731913 42.6887044519
35589219 38.1716731913 42.6996597221
35589305 38.1598083079 42.7029424860
35590420 5.0059817554 42.7454906722
35590547 3.0982601040 42.7461264319
35590623 0.9213470264 42.7463618997
35592715 0.9233130821 42.7482893577
35593652 0.9676577830 42.7491545020
35593792 0.9987255324 42.7492899741
35595025 1.9736359415 42.7505214027
35595118 3.0314653359 42.7507049509
35596268 3.0585379737 42.7541911360
35596925 1.8655650267 42.7562005954
35597713 1.5376677843 42.7576706607
35597889 1.1607866653 42.7579412902
35598447 0.8926833626 42.7585890092
35598501 0.6406049831 42.7586372141
35599124 0.6248530240 42.7590363110
35599453 0.6020128552 42.7592418876
35599502 0.6022504566 42.7592713862
35600448 0.5986587579 42.7598411152
35601748 0.5807707222 42.7606193716
35601828 0.5580306832 42.7606658332
35603058 0.5559395175 42.7613522110
35604293 0.5579393776 42.7620387963
35604389 0.5587479256 42.7620923584
35604536 0.5565864986 42.7621744944
35604595 0.5599572884 42.7622073330
35604639 0.5587318373 42.7622319711
35605501 1.2215596794 42.7627135980
35605850 2.3393851619 42.7631399223
35606030 2.9105187715 42.7635610116
35606231 2.9141897463 42.7641460259
35606376 2.8027247569 42.7645685834
35606413 2.7727242837 42.7646722842
35606690 2.7290967150 42.7654403288
35606860 2.7147058993 42.7659042753
35607296 2.7106470913 42.7670878871
35607562 2.7463240984 42.7678089192
35607790 2.8035105561 42.7684350811
35608054 2.8023999285 42.7691752079
35609918 2.8091156088 42.7743988813
35611371 2.8068596956 42.7784805263
35611982 2.1013171670 42.7801955176
35612039 1.3241099381 42.7803152927
35613655 0.3213656988 42.7824550543
35613966 0.1227896183 42.7825549991
35614165 0.0656856411 42.7825794342
35615840 0.0648702529 42.7826894576
35619815 0.0646655708 42.7829473169
35620474 0.0644659301 42.7829899315
35620493 0.0644212452 42.7829911564
35623513 0.0647707233 42.7831857085
35624515 0.0653356906 42.7832506088
35626075 0.0655069106 42.7833525325
35626259 0.0662241009 42.7833645857
35626482 0.0664442700 42.7833793537
35626618 0.0671222838 42.7833883901
35626877 0.0677395990 42.7834057748
35626892 0.0682422202 42.7834067909
35626945 0.0686510455 42.7834104077
35627958 0.0761409439 42.7834799512
35628290 0.0843744797 42.7835052300
35628628 0.1277585860 42.7835337486
35629337 0.7530033555 42.7836243294
35629445 1.2593151635 42.7837056538
35630236 1.3267780963 42.7847017721
35630356 1.4887833145 42.7848609855
35630476 1.7557898008 42.7850396395
35630505 1.7546629302 42.7850905574
35631296 1.7529470485 42.7864784958
35634444 1.3056107465 42.7919967731
35635453 1.1823855826 42.7933141343
35636845 1.1200017428 42.7949600150
35638637 1.1206740834 42.7969670582
35638731 1.1202400124 42.7970724015
35639364 1.3188061024 42.7977815135
35639992 4.1221674286 42.7986097237
35640215 4.2132273536 42.7995289670
35641035 0.2383744221 42.8029838135
35641371 0.1394461111 42.8030639073
35641752 0.1192480042 42.8031170362
35641823 0.1058431509 42.8031255028
35642119 12.4787314966 42.8031568324
35642210 0.0520033959 42.8042923970
35642507 0.0513359032 42.8043078420
35643954 0.0340107953 42.8043821250
35644236 0.0281510946 42.8043917161
35644361 0.0242379361 42.8043952350
35644453 0.0194279402 42.8043974649
35644479 0.0161994149 42.8043979700
35644716 0.0156533925 42.8044018092
35645858 0.1147663362 42.8044196854
35645892 0.5363843489 42.8044235875
35645934 3.7976633328 42.8044461156
35646205 0.1893792629 42.8054752824
35646334 0.0723619495 42.8054997123
35646422 0.0660235004 42.8055060802
35646895 0.0659565310 42.8055373093
35647055 0.0659833365 42.8055478623
35647794 0.0661442559 42.8055966240
35647916 0.0671428246 42.8056046936
35647960 0.0674850949 42.8056076479
35648461 5.2968774061 42.8056414579
35648725 5.2970134665 42.8070398336
35648955 5.2965705808 42.8082581466
35649027 5.2969837080 42.8086394997
35649884 5.2986780618 42.8131790148
35650819 4.9512246660 42.8181332788
35651806 3.7495739517 42.8230201375
35652476 3.7193012155 42.8255323520
35652766 3.6071227261 42.8266109494
35653274 3.6039883255 42.8284433677
35653536 3.6404289728 42.8293876127
35653584 4.2135549102 42.8295623533
35653760 5.8254313766 42.8303039389
35653934 6.6555232977 42.8313175640
35654455 7.0807745626 42.8347850916
35655779 6.9556633272 42.8441600372
35656389 6.8902070573 42.8484029918
35657653 6.0710407463 42.8571122135
35658697 5.5441978854 42.8634503801
35658912 5.4116222595 42.8646423826
35658914 4.7994114789 42.8646532058
35659057 3.3876072873 42.8653395217
35659394 3.3177992860 42.8664811453
35659491 3.2771204776 42.8668029719
35659622 2.7359421885 42.8672322747
35660028 2.2319417106 42.8683430672
35660195 2.1703445214 42.8687158014
35660725 2.1752271802 42.8698660840
35661251 2.2621551258 42.8710102535
35662062 3.1376123408 42.8728448613
35663352 5.3033612795 42.8768923813
35663740 6.1569906475 42.8789500854
35663750 6.7384548099 42.8790116553
35664226 6.7876253479 42.8822191598
35664778 6.8314240758 42.8859659290
35664899 6.8693413326 42.8867925313
35665261 6.8693413326 42.8892792329
35665719 6.8355584316 42.8924253912
35667355 6.8274746049 42.9036083648
35667718 6.8220369896 42.9060867381
35667800 6.8220369896 42.9066461451
35668232 6.8244455895 42.9095932651
35668743 6.8115575604 42.9130805568
35668964 6.8307322775 42.9145859110
35669097 7.3941599408 42.9154943984
35669141 9.0724128438 42.9158197415
35669211 19.0711205463 42.9164548104
35675200 4.3842797440 43.0306717513
35676241 2.2491166629 43.0352357865
35676908 1.7016432348 43.0367359473
35677252 1.6323316983 43.0373213126
35677306 1.4155685528 43.0374094585
35677777 1.4089865906 43.0380761913
35677905 1.3970571791 43.0382565416
35678667 1.4434050468 43.0393210992
35678873 8.4562895680 43.0396184406
35679195 14.7914920142 43.0423413659
35679215 19.2158096860 43.0426371957
35679938 11.8155206478 43.0565302261
35680363 7.5162822527 43.0615518224
35680827 0.3834096416 43.0650393773
35684856 0.3819388980 43.0665841348
35685223 0.3817285651 43.0667243064
35685414 0.3792548713 43.0667972165
35685927 0.3784836462 43.0669917743
35686590 0.3786647095 43.0672427089
35687082 0.3787448789 43.0674290120
35687115 0.3789916826 43.0674415105
35687165 0.3792756810 43.0674604601
35688656 0.3807261737 43.0680259602
35689435 0.3890736350 43.0683225459
35689595 0.3992256674 43.0683847976
35689900 0.4126792267 43.0685065615
35689907 0.4272791915 43.0685094502
35690931 0.4285111995 43.0689469841
35692662 0.3704118655 43.0696887370
35693067 0.3590250493 43.0698387538
35693101 0.3596530367 43.0698509607
35693146 0.3542064161 43.0698671450
35693173 0.3544327914 43.0698767086
35693348 0.3515310367 43.0699387344
35693910 0.3555164379 43.0701362948
35694378 40.7166059503 43.0703026765
35694985 40.7166059503 43.0950176563
35695220 40.7166059503 43.1045860587
35695349 40.7166059503 43.1098385009
35696504 40.7166059503 43.1568661807
35696564 40.7166059503 43.1593091771
35696772 40.7166059503 43.1677782311
35697254 15.4679789586 43.1874036352
35697482 15.5865566832 43.1909303344
35697669 15.8441769791 43.1938450205
35697874 15.8489610828 43.1970930768
35697911 15.8502727738 43.1976794883
35697968 15.8502727738 43.1985829539
35698058 4.0848661173 43.2000094784
35698197 2.4511164283 43.2005772748
35698201 0.7920124533 43.2005870793
35698824 0.7863353199 43.2010805031
35698951 0.7812076811 43.2011803676
35699034 0.7811180426 43.2012452079
35699059 0.7793772110 43.2012647358
35699094 0.7800242636 43.2012920140
35699151 0.7798149510 43.2013364754
35699242 0.7798291967 43.2014074386
35699323 0.8107063632 43.2014706047
35699411 0.9152558256 43.2015419469
35699968 2.5147792503 43.2020517444
35700867 2.0940754596 43.2043125309
35700934 1.5534793247 43.2044528340
35701055 0.5413301338 43.2046408050
35702663 0.4303809775 43.2055112639
35702826 0.3774515526 43.2055814160
35702890 0.3415654980 43.2056055729
35704492 0.3416001322 43.2061527608
35704595 0.3415982454 43.2061879456
35704697 0.3411752515 43.2062227886
35705063 0.3410018254 43.2063476588
35705614 0.3412498696 43.2065355508
35707040 0.3412498696 43.2070221731
35707638 0.4642243012 43.2072262405
35707683 0.5846793665 43.2072471306
35708154 0.6767449507 43.2075225146
35708397 0.6538602470 43.2076869636
35708804 0.6496695095 43.2079530847
35710326 0.9753740442 43.2089418817
35711620 0.7519457731 43.2102040157
35711835 0.4952679667 43.2103656841
35712196 0.0575170692 43.2105444758
35712993 0.0187521581 43.2105903169
35713561 0.0161001805 43.2106009681
35713755 0.0148267594 43.2106040916
35716003 0.0149399834 43.2106374221
35716593 0.0199522354 43.2106462367
35716866 0.0387267160 43.2106516837
35717065 0.0977785458 43.2106593903
35717203 0.1543407905 43.2106728837
35717407 0.2076234707 43.2107043692
